user_code, start_station, end_station, price, start_time, end_time
888463608,Meicun,Xintangwei Station,8.0,2023-08-16 17:51:19,2023-08-16 18:37:19
884227784,Hi-tech South,Shangsha,4.0,2023-10-29 12:37:24,2023-10-29 13:19:24
881798003,ShaTian,Yuyuan  station,7.0,2023-07-15 16:30:32,2023-07-15 17:09:32
886509187,Qinghu,Mawan,7.0,2023-11-11 07:38:06,2023-11-11 07:53:06
888456648,Yangtai Mountain East,Sea World,8.0,2023-04-14 21:39:49,2023-04-14 22:25:49
887087870,Universiade,Liyumen,9.0,2023-03-15 13:51:37,2023-03-15 14:49:37
883161598,Meilinguan,Bitou,9.0,2024-02-16 15:37:15,2024-02-16 16:12:15
889354319,Dongjiaotou,Shangmeilin,6.0,2023-11-01 21:41:22,2023-11-01 21:41:22
886298185,Xiameilin,Bao'an Center,6.0,2023-12-19 14:34:16,2023-12-19 14:34:16
884089683,Xixiang,Minzhi,6.0,2024-01-27 06:48:40,2024-01-27 07:18:40
887805624,Liangmao Hill,Gangxia,6.0,2023-04-09 09:43:00,2023-04-09 09:44:00
885081430,Loucun,Changzhen,4.0,2023-03-22 15:30:55,2023-03-22 16:28:55
889268783,Dafen,Gangxia,5.0,2023-08-27 16:40:43,2023-08-27 17:31:43
888254765,Hourui,Airport,5.0,2023-06-08 09:35:38,2023-06-08 10:30:38
884790939,Xingwei,Fuwei,2.0,2023-03-18 17:38:22,2023-03-18 18:01:22
886981730,Pingzhou,Lianhuacun ,7.0,2023-02-23 09:37:11,2023-02-23 10:05:11
882809358,Xin'an Park,Shangsha,5.0,2023-07-24 13:41:46,2023-07-24 14:37:46
887203373,Pinghuan,Yijing,8.0,2023-12-17 11:38:51,2023-12-17 12:35:51
885056354,Renmin South,Xili Lake,7.0,2024-01-23 12:52:30,2024-01-23 13:27:30
884719068,Aobei,Hongshuwan,8.0,2023-06-14 21:54:24,2023-06-14 22:24:24
881747389,Tianxin,Xuexiang,10.0,2023-05-30 10:50:49,2023-05-30 11:09:49
885168762,Ailian,Maling,7.0,2023-11-10 11:42:06,2023-11-10 12:21:06
889368401,Qianwan,Guangming,9.0,2023-09-11 15:49:03,2023-09-11 16:44:03
885499206,Sihai,Tongle South,3.0,2023-11-16 14:33:17,2023-11-16 14:59:17
889428351,Shenzhen University,Xiashuijing,7.0,2023-11-16 18:44:34,2023-11-16 19:28:34
884165052,Science Park,Yitian,8.0,2024-01-24 06:36:16,2024-01-24 07:14:16
885876883,Bao'an Center,Dengliang,4.0,2023-06-25 18:38:12,2023-06-25 19:16:12
887312001,Liantang,Changhu,8.0,2023-01-08 13:36:24,2023-01-08 13:56:24
885507195,Airport North,Huanggang Checkpoint,8.0,2024-02-03 14:43:00,2024-02-03 15:14:00
888977689,Zuopaotai East,Henggang,9.0,2024-01-07 11:40:18,2024-01-07 12:37:18
882026212,OCT,Xiashuijing,6.0,2023-05-01 06:34:30,2023-05-01 07:23:30
888202622,Haishan,Ludancun,6.0,2023-11-17 13:49:02,2023-11-17 14:35:02
885712705,Chegongmiao,Xikeng,7.0,2023-04-23 12:44:51,2023-04-23 13:43:51
889599119,Sea World,Liwan,3.0,2023-09-25 18:38:44,2023-09-25 18:38:44
885447495,Dafen,Yihai,7.0,2023-07-09 19:38:43,2023-07-09 19:39:43
887065810,Shekou Port,Nanguang,3.0,2024-01-12 06:42:16,2024-01-12 07:10:16
885610616,Gangtou,Mugu,4.0,2023-10-24 16:32:40,2023-10-24 16:33:40
882245925,Shenzhen University,Shenzhen World North,7.0,2023-05-28 08:56:37,2023-05-28 09:15:37
886156051,Longjing,Fanshen,4.0,2023-08-14 07:51:05,2023-08-14 07:55:05
884840606,Shangwu,Honghu,7.0,2024-01-26 18:57:11,2024-01-26 19:00:11
887485586,Lianhua West,Nanyou West,5.0,2024-03-08 10:59:33,2024-03-08 11:26:33
881746274,Pingzhou,Liuyue,8.0,2024-01-25 20:54:59,2024-01-25 20:56:59
881768772,Honghu,Xixiang Taoyuan,8.0,2024-02-08 07:33:28,2024-02-08 08:18:28
881663087,Silian,Futian Checkpoint,6.0,2023-02-05 19:39:24,2023-02-05 19:49:24
885962905,Changlingpi,Shatoujiao,7.0,2023-10-02 12:48:50,2023-10-02 13:30:50
882109353,Qinghu,Meijing,5.0,2023-06-07 22:37:46,2023-06-07 22:43:46
881871843,Pingshan Station,Zhuguang,10.0,2023-10-01 18:56:19,2023-10-01 19:40:19
889196372,Mawan,Sungang,7.0,2024-02-17 16:46:43,2024-02-17 17:21:43
882405323,Loucun,Zhuzilin,9.0,2023-10-19 19:51:39,2023-10-19 20:15:39
888331724,Longdong Station,Qiaocheng East,9.0,2023-12-13 08:39:23,2023-12-13 09:20:23
884171595,Haiyue,Shuanglong Station,9.0,2024-01-28 11:48:16,2024-01-28 12:32:16
884050176,Hourui,Xikeng,8.0,2023-08-10 06:37:58,2023-08-10 07:28:58
881464959,Pingzhou,Gushu,3.0,2023-09-21 17:40:42,2023-09-21 18:15:42
887164523,Taoyuan,Lianhua West,5.0,2023-07-24 06:33:06,2023-07-24 07:29:06
885502945,Meilinguan,Guanlan,5.0,2024-02-29 12:38:13,2024-02-29 13:04:13
887485586,Shenzhen World North,Henggang,11.0,2023-04-23 12:48:37,2023-04-23 13:23:37
887281398,Gushu,Mission Hills,9.0,2024-02-05 12:49:43,2024-02-05 13:40:43
889297676,Chiwei,Sports Center,2.0,2023-07-30 12:31:07,2023-07-30 12:43:07
887809955,Yantianxu,Danzhutou,7.0,2024-02-25 11:45:51,2024-02-25 12:32:51
885159108,Baotian 1st Road,Ma'an Hill,6.0,2023-02-11 15:57:58,2023-02-11 16:40:58
884526806,Gongming Square,Taiziwan,9.0,2023-12-16 20:39:45,2023-12-16 21:15:45
882633085,Hi-tech South,Guantian,8.0,2024-03-04 20:38:31,2024-03-04 21:12:31
885678669,Yitian,Nankeng,4.0,2023-03-06 18:41:01,2023-03-06 18:41:01
884491848,Huanggang Checkpoint,University Town,5.0,2024-03-13 13:59:18,2024-03-13 14:26:18
885763988,Tongle South,Huanggangcun,6.0,2023-07-21 10:48:50,2023-07-21 11:47:50
889084135,Shenzhen World South,Baotian 1st Road,6.0,2023-06-03 16:30:11,2023-06-03 16:40:11
883885454,Shatoujiao,Xiangmei,6.0,2024-02-24 07:48:44,2024-02-24 08:40:44
884099283,Yangmei,Xitou,9.0,2024-02-08 06:39:32,2024-02-08 07:11:32
886379018,Silian,Liuyue,5.0,2023-07-11 11:46:16,2023-07-11 12:37:16
887720952,Gongming Square,Aobei,10.0,2023-04-30 20:33:55,2023-04-30 21:00:55
885554377,Yitian,Huawei,5.0,2023-05-08 11:54:14,2023-05-08 12:35:14
885586670,Lianhua West,Xiaomeisha,8.0,2024-03-04 21:35:01,2024-03-04 21:43:01
889475939,Xixiang Taoyuan,Yuyuan  station,10.0,2024-01-07 12:58:41,2024-01-07 13:47:41
886711662,Zhangbei,Shopping Park,7.0,2023-04-04 15:41:20,2023-04-04 15:54:20
886038704,Yantian Rd,Shangfen,8.0,2023-09-04 21:49:38,2023-09-04 22:03:38
881199719,Xingdong,Shenzhen University,4.0,2024-03-03 22:30:59,2024-03-03 23:16:59
887187177,Huangtian,Liyumen,5.0,2024-01-30 21:35:23,2024-01-30 22:10:23
888394850,Universiade Center,Yuanling,7.0,2023-04-10 19:57:25,2023-04-10 20:21:25
885659382,Xintangwei Station,Shenzhen University,9.0,2023-12-07 15:46:53,2023-12-07 16:06:53
886092710,Honghu,Loucun,8.0,2023-07-04 07:49:41,2023-07-04 08:24:41
886862922,Hourui,Hongshuwan,6.0,2023-06-11 21:51:12,2023-06-11 22:10:12
888868908,Tianxin,Shuiwan,12.0,2023-10-07 19:36:12,2023-10-07 20:14:12
882168122,Yuehaimen,SIAT,10.0,2023-04-22 10:33:28,2023-04-22 11:29:28
889191070,Huaxin,Huaqiang South,2.0,2024-03-05 16:32:21,2024-03-05 16:56:21
888685081,Bantian,Aobei,6.0,2023-06-13 14:41:39,2023-06-13 15:09:39
882331728,Xinhe Station,Taoyuan,10.0,2023-05-26 21:39:38,2023-05-26 21:42:38
884409673,Hubei,Yantianxu,6.0,2023-11-08 10:30:58,2023-11-08 11:21:58
881129132,Nanyue,Baishilong,8.0,2024-02-29 15:45:49,2024-02-29 16:07:49
882600992,Bao'an Center,Buji,7.0,2023-03-09 19:48:49,2023-03-09 20:40:49
882128977,Qianwan,Shuangyong St,9.0,2023-05-16 08:45:03,2023-05-16 09:23:03
888735295,Taoyuancun,Lingzhi,4.0,2023-09-21 15:58:16,2023-09-21 16:40:16
883877767,Xingdong,Xinhe Station,10.0,2023-06-21 20:33:27,2023-06-21 20:43:27
888348790,Xiangmi,Shangsha,3.0,2024-02-04 14:58:17,2024-02-04 15:16:17
885371008,Shanglilang,Tianbei,6.0,2023-08-04 22:38:56,2023-08-04 23:04:56
881827325,Pingshan Square ,Chiwei,9.0,2024-03-01 12:45:42,2024-03-01 12:51:42
883007351,Zhenmei,Chegongmiao,8.0,2023-01-18 06:51:43,2023-01-18 07:44:43
883670736,Renmin South,Fanshen,7.0,2023-06-20 06:53:19,2023-06-20 07:37:19
889020783,Tongxinling,Pingshan Center,8.0,2024-02-26 08:41:21,2024-02-26 09:06:21
886409518,Guantian,Laojie,7.0,2023-08-17 17:53:56,2023-08-17 18:28:56
889618094,Honganwei,Hanling,7.0,2023-08-06 13:50:03,2023-08-06 14:16:03
884579091,Tangkeng,  Longcheng Park,4.0,2023-12-24 08:47:05,2023-12-24 09:03:05
884673203,Baolong,Meilinguan,8.0,2023-12-02 17:44:30,2023-12-02 17:50:30
888934741,Pingshan Center,Guantian,10.0,2023-10-02 13:57:07,2023-10-02 14:18:07
884575903,Lianhua North,SIAT,8.0,2023-11-29 09:43:54,2023-11-29 10:25:54
888247653,Longsheng,Shekou Port,7.0,2024-01-19 06:56:42,2024-01-19 07:34:42
888208559,Xili Lake,Nonglin,4.0,2023-02-17 17:35:04,2023-02-17 18:07:04
889572835,Danzhutou,Hongshuwan,7.0,2024-03-04 21:43:15,2024-03-04 22:01:15
885822871,Airport East,Henggang,10.0,2023-07-30 18:44:27,2023-07-30 19:09:27
883670965,Baigelong,Shiyaling,3.0,2023-09-29 21:56:52,2023-09-29 22:18:52
889308539,Xiangmi,Xingdong,5.0,2023-01-01 15:59:40,2023-01-01 16:01:40
884983036,Bihaiwan,Nanyou,4.0,2024-02-11 06:53:34,2024-02-11 07:12:34
882689619,Airport North,Nigang,9.0,2023-11-27 08:39:59,2023-11-27 09:39:59
885448869,Tianbei,Lianhuacun ,3.0,2024-02-11 15:39:18,2024-02-11 16:29:18
883853831,Dameisha,University of technology,12.0,2024-03-01 09:56:17,2024-03-01 09:57:17
881510987,Waterlands Resort East,Gongming Square,7.0,2024-03-05 07:33:06,2024-03-05 07:46:06
887802084,Liuxiandong,Zhangbei,8.0,2023-11-13 07:45:17,2023-11-13 08:43:17
881816175,Gushu,Zhuzilin,6.0,2024-03-10 16:34:53,2024-03-10 17:01:53
883252787,ShaTian,Xiangmei North,10.0,2023-01-30 15:31:35,2023-01-30 16:13:35
888423790,Taoyuan,Xingwei,5.0,2023-06-05 11:45:59,2023-06-05 12:15:59
881800011,Mission Hills,Yuanling,7.0,2023-03-06 19:58:38,2023-03-06 20:28:38
882752004,Xiangmei,Chiwan,6.0,2024-03-24 08:31:44,2024-03-24 08:37:44
884025723,Chegongmiao,Shabo ,9.0,2024-03-20 16:34:14,2024-03-20 17:21:14
888966961,Antuo Hill,Nanshan Book Mall,5.0,2023-09-03 16:50:05,2023-09-03 17:41:05
882287424,Shabo ,Huanggang Checkpoint,9.0,2023-05-24 09:51:01,2023-05-24 10:46:01
885287612,Longdong Station,Children's Palace,8.0,2024-01-20 14:37:21,2024-01-20 15:16:21
884586836,Fenghuang Town,Airport,8.0,2024-01-17 06:57:42,2024-01-17 07:03:42
884708897,Renmin South, Shengping Station,8.0,2023-09-27 17:52:08,2023-09-27 18:23:08
882856747,Houting,Futian Bonded Area,10.0,2024-01-31 10:44:52,2024-01-31 10:54:52
882545850,Shenyun,Nanguang,5.0,2024-01-16 13:45:38,2024-01-16 14:36:38
885959558,Tangkeng,Longsheng,7.0,2023-09-17 06:53:15,2023-09-17 07:06:15
881190890,Shenzhen World,Gongming Square,6.0,2023-05-05 18:57:19,2023-05-05 19:46:19
884857996,Lianhuacun ,Xinhe Station,8.0,2023-09-18 21:37:26,2023-09-18 21:56:26
888331724,Meicun,Shuangyong St,7.0,2023-10-05 09:39:35,2023-10-05 10:39:35
887939727,Luohu,Taoyuan,6.0,2023-08-12 12:57:29,2023-08-12 13:46:29
889494235,Children's Palace,Xintangwei Station,8.0,2023-12-25 14:40:02,2023-12-25 15:34:02
886658416,Huawei,Civic Center,5.0,2023-09-01 22:47:33,2023-09-01 23:43:33
883791332,Qianwan,Zhongshan Park,3.0,2023-12-15 08:59:47,2023-12-15 09:52:47
883199881,Airport,Fumin,8.0,2023-11-03 06:56:29,2023-11-03 07:12:29
881993744,Xikeng,Baishilong,5.0,2023-01-23 08:42:00,2023-01-23 09:25:00
889384229,Yanzihu, Shengping Station,5.0,2023-04-06 20:36:26,2023-04-06 21:17:26
883072963,Ailian,Yantian Port West,8.0,2023-08-15 19:55:08,2023-08-15 20:18:08
889888714,Hehua,Taiziwan,9.0,2023-07-18 14:42:23,2023-07-18 15:39:23
888536685,Tangkeng,Yantian Rd,8.0,2023-01-15 22:34:44,2023-01-15 22:47:44
882573557,Maling,Xixiang Taoyuan,7.0,2023-10-04 22:37:30,2023-10-04 23:11:30
887340633,Yonghu,Honghu,5.0,2023-12-30 19:42:44,2023-12-30 20:27:44
888729776,Zhongshan Park,Bao'an Stadium,3.0,2023-09-28 20:57:37,2023-09-28 21:41:37
886421778,Universiade,Chiwei,7.0,2023-06-13 18:47:43,2023-06-13 19:32:43
885547921,Gongming Square,Futian,8.0,2023-09-26 09:56:41,2023-09-26 10:39:41
884746739,Shenzhen World North,Bitou,6.0,2024-02-25 08:41:25,2024-02-25 08:59:25
883113157,Nankeng,Longjing,5.0,2023-11-10 18:40:19,2023-11-10 18:44:19
888503336,Yangtai Mountain East,Shopping Park,6.0,2023-11-29 18:55:06,2023-11-29 18:55:06
884912721,Shenzhen World South,Wenjin,10.0,2023-02-25 08:42:57,2023-02-25 09:40:57
887631541,Yijing,Loucun,9.0,2024-03-10 11:35:09,2024-03-10 12:30:09
883714052,Liwan,Airport,6.0,2023-01-20 09:55:54,2023-01-20 09:59:54
889248969,Chiwei,Bihaiwan,7.0,2023-03-10 14:31:59,2023-03-10 15:18:59
886332945,Xikeng,Hongshan,4.0,2023-05-05 10:35:23,2023-05-05 10:38:23
882394192,Hongling,Honghuashan,8.0,2023-12-02 17:53:29,2023-12-02 18:09:29
884018557,Yangmei,Longjing,5.0,2024-01-01 10:42:05,2024-01-01 11:28:05
884594266,Liwan,University of technology,12.0,2023-12-17 08:50:26,2023-12-17 09:03:26
886630073,Xinhe Station,Shenwan,10.0,2023-12-25 20:48:07,2023-12-25 21:47:07
888310566,Huaqiang South,Tai'an,3.0,2024-01-07 20:54:40,2024-01-07 21:53:40
884669921,Xiaomeisha,Taiziwan,10.0,2023-05-24 10:33:10,2023-05-24 10:38:10
883675055,Bantian,Zhangbei,7.0,2023-07-23 15:40:34,2023-07-23 15:55:34
887146297,Baolong,Honghuashan,11.0,2023-07-02 11:57:15,2023-07-02 12:29:15
883798549,  Longcheng Park,Huanggang Checkpoint,7.0,2023-02-18 19:39:04,2023-02-18 20:19:04
887277012,Airport East,Gushu,3.0,2023-09-07 12:51:12,2023-09-07 13:40:12
889673922,Xiameilin,Linhai,6.0,2023-03-14 13:39:06,2023-03-14 14:28:06
885861945,Aobei,Xili Lake,8.0,2023-10-07 12:42:27,2023-10-07 13:08:27
883666124,Bao'an Stadium,Dongjiaotou,5.0,2023-09-18 07:36:20,2023-09-18 08:28:20
889566084,Science Park,Niuhu,9.0,2023-12-10 17:54:17,2023-12-10 18:12:17
881650393,Fuwei,Shiyaling,9.0,2023-12-01 18:48:06,2023-12-01 19:04:06
882003530,Sea World,Shenzhen University South,3.0,2023-12-13 21:31:26,2023-12-13 22:08:26
884417994,Tianbei,Futian Bonded Area,5.0,2023-08-16 20:56:31,2023-08-16 21:38:31
888686264,Xili,Nankeng,5.0,2023-07-26 21:56:54,2023-07-26 22:01:54
886802594,Huaqiang South,Nantou Ancient City,6.0,2023-10-13 20:30:27,2023-10-13 20:50:27
888382476,Shenzhen World,Sihai,7.0,2024-01-19 18:54:59,2024-01-19 19:33:59
882443609,Tianxin,Huaxin,9.0,2023-08-26 18:54:55,2023-08-26 19:26:55
883553701,Huanancheng,Taoyuancun,7.0,2023-09-26 22:56:06,2023-09-26 22:58:06
885808417,Guomao,Shenzhen World,9.0,2023-02-27 11:58:37,2023-02-27 12:31:37
885226387,Huaxin,Nanyou West,6.0,2023-07-05 20:56:35,2023-07-05 21:28:35
883199881,Aobei,Gangxia North,6.0,2023-07-20 18:53:39,2023-07-20 19:02:39
885689261,Baigelong,Shenzhen Bay Park,6.0,2023-08-08 14:30:55,2023-08-08 15:16:55
886294513,Xiasha,Longcheng Square,8.0,2023-05-07 16:44:42,2023-05-07 17:23:42
882279352,Nantou Ancient City,Henggang,8.0,2023-04-11 22:33:34,2023-04-11 23:08:34
884633539,Zhangbei,Yuanling,7.0,2023-12-12 08:39:45,2023-12-12 09:01:45
887950480,Baishilong,Zhongwu South,6.0,2023-01-06 08:45:09,2023-01-06 09:34:09
884722627,Guomao,Huanancheng,7.0,2023-12-11 09:40:21,2023-12-11 09:58:21
884323460,Yuanfen,Jixiang,8.0,2023-03-09 17:30:01,2023-03-09 17:37:01
883629138,Menghai,  Longcheng Park,10.0,2023-08-04 13:48:37,2023-08-04 14:48:37
886042747,Universiade Center,Xiangmei,7.0,2023-03-03 12:47:16,2023-03-03 13:33:16
884962400,Litchi Orchards,Shuiwan,3.0,2024-02-04 16:53:11,2024-02-04 17:45:11
889697796,Huangmugang,Bitou,10.0,2023-08-11 08:33:18,2023-08-11 08:43:18
882729394,Laojie,Heshuikou,9.0,2023-06-22 22:36:45,2023-06-22 22:49:45
889652216,Xikeng,Shenzhen Bay Park,7.0,2023-02-22 16:55:15,2023-02-22 17:14:15
888244928,Shenwai Senior Campus,Liwan,9.0,2023-02-24 14:49:39,2023-02-24 15:46:39
885990648,Nonglin,Taoyuan,4.0,2023-12-10 22:32:57,2023-12-10 23:26:57
884491848,Tanglang,Nanshan,5.0,2023-03-08 11:52:15,2023-03-08 12:27:15
882293399,Donggualing,Shekou Port,6.0,2023-03-11 22:49:04,2023-03-11 23:33:04
888703071,Zhongwu South,Taoyuancun,5.0,2023-10-16 13:43:07,2023-10-16 14:16:07
888264353,Nonglin,Xixiang Taoyuan,6.0,2023-05-13 22:31:23,2023-05-13 23:10:23
887127448,Gangtou,Shuiwan,8.0,2023-04-10 20:48:32,2023-04-10 21:09:32
881838842,Huawei,Wuhe,2.0,2023-11-14 13:50:36,2023-11-14 14:46:36
888340094,Qianhaiwan,Nigang,7.0,2023-07-03 18:59:03,2023-07-03 19:34:03
881212681,Huaqiang Rd,Universiade Center,7.0,2023-02-11 06:35:38,2023-02-11 07:24:38
889214113,Tianxin,Xinxiu,9.0,2023-03-20 10:49:59,2023-03-20 10:51:59
887687910,Shenzhen University,Shenzhen World North,7.0,2023-09-30 16:46:31,2023-09-30 17:06:31
882059954,Shanglilang,Bitou,10.0,2024-02-27 13:58:12,2024-02-27 14:17:12
888913746,Taoyuancun,Yuehaimen,5.0,2023-11-28 19:32:04,2023-11-28 19:58:04
885859712,Silian,Honganwei,8.0,2023-05-08 07:35:33,2023-05-08 07:40:33
885758087,Meilinguan,Longcheng Square,8.0,2023-05-31 18:52:40,2023-05-31 19:02:40
884626339,Haiyue,Futian Checkpoint,5.0,2023-08-10 07:47:18,2023-08-10 07:55:18
887149295,Mugu,Changlong,6.0,2023-05-22 13:33:11,2023-05-22 14:12:11
881020130,Lianhuacun ,Honglang North,6.0,2023-12-23 06:53:56,2023-12-23 07:09:56
884050176,Nanyou,Shuiwan,2.0,2023-12-27 21:45:35,2023-12-27 22:11:35
883920602,Pingshan wei,Pingluan Hill,11.0,2023-07-21 12:57:12,2023-07-21 13:17:12
884974604,Convention & Exhibition City,Shuiwan,8.0,2023-09-26 17:39:58,2023-09-26 18:26:58
886713502,Shangshuijing,Baolongtongle Station,7.0,2023-03-20 16:31:33,2023-03-20 17:12:33
883937943,Baotian 1st Road,Waterlands Resort South,6.0,2023-09-27 20:35:45,2023-09-27 21:21:45
883950079,Guanlan,Yangtai Mountain East,6.0,2023-04-28 07:46:29,2023-04-28 07:53:29
885445217,Baotian 1st Road,Gongming Square,7.0,2023-12-28 22:47:11,2023-12-28 22:48:11
889931681,Zhuzilin,Huaqiang Rd,3.0,2023-02-05 07:43:59,2023-02-05 07:46:59
885031832,Chiwan,Songyuanxia,9.0,2023-12-30 21:44:09,2023-12-30 21:50:09
888852528,Laojie,Tongle South,6.0,2023-04-23 09:45:30,2023-04-23 10:40:30
889621541,Shenzhen University,Longsheng,7.0,2023-03-30 08:33:00,2023-03-30 09:25:00
882077574,Changlong,Shiyaling,3.0,2023-05-16 14:43:03,2023-05-16 15:01:03
884789419,Xili,Huanggekeng  station,8.0,2023-11-12 13:59:05,2023-11-12 14:51:05
889176689,Bantian North,Window of the World,6.0,2024-02-27 22:33:03,2024-02-27 23:11:03
881734047,Pinghu,Xili Lake,7.0,2023-07-16 06:46:52,2023-07-16 07:00:52
881968374,Qiaoxiang,Shenzhen Bay Park,4.0,2023-04-16 14:59:10,2023-04-16 15:23:10
885168762,Nanlian,Shangshuijing,7.0,2023-10-18 13:58:31,2023-10-18 14:24:31
883959646,Zhongwu South,Shatoujiao,9.0,2023-11-26 14:43:59,2023-11-26 15:34:59
881072691,Qianwan Park,Fenghuang Town,9.0,2023-09-11 11:36:55,2023-09-11 12:07:55
881825620,Shenwan,Renmin South,5.0,2023-02-08 17:32:53,2023-02-08 17:42:53
887243350,Longcheng Square,Shawei,8.0,2023-02-22 21:33:18,2023-02-22 21:46:18
883723565,Yangmei,Xiasha,5.0,2023-04-17 09:44:20,2023-04-17 09:47:20
888505371,Huaqiang South,Sihai,6.0,2023-05-02 18:43:21,2023-05-02 19:27:21
882705209,Science Park,Hourui,7.0,2023-06-19 15:57:12,2023-06-19 16:48:12
888210080,Tongxinling,Zhongwu South,7.0,2023-12-14 10:36:19,2023-12-14 11:36:19
883423645,Shixia,Caopu,5.0,2023-01-06 11:38:31,2023-01-06 11:44:31
887971705,Longsheng,Keyuan,7.0,2023-11-14 13:35:35,2023-11-14 14:30:35
885085366,Yonghu,Sihai,9.0,2023-09-29 13:54:33,2023-09-29 14:06:33
882599448,Silian,Longsheng,7.0,2024-02-22 21:40:53,2024-02-22 22:01:53
883875009,Jingtian,Waterlands Resort South,9.0,2023-09-08 18:55:53,2023-09-08 18:59:53
885613887,Yangmei,Guangming,7.0,2023-12-30 18:45:23,2023-12-30 19:22:23
881853049,Guangming,Daxin,9.0,2023-07-03 09:45:36,2023-07-03 10:22:36
885677069,Qiaotou West,Hongling,9.0,2023-03-10 22:54:24,2023-03-10 23:50:24
883878914,Luohu  North,Baishilong,5.0,2023-11-18 15:47:30,2023-11-18 16:39:30
884487387,Railway Park,Bitou,8.0,2023-11-28 13:48:14,2023-11-28 14:41:14
886690110,Baigelong,Nanyou,7.0,2023-08-09 17:32:27,2023-08-09 17:46:27
887059958,Liantang,Meilinguan,5.0,2023-11-04 15:38:13,2023-11-04 16:26:13
888217255,Bao'an Center,Fuyong,5.0,2023-03-27 11:38:18,2023-03-27 11:46:18
885724867,Shenzhen World South,Lianhua North,9.0,2023-11-16 11:48:43,2023-11-16 12:29:43
883816069,Xixiang,Longcheng Square,10.0,2023-11-30 22:36:53,2023-11-30 23:06:53
889763631,Chegongmiao,Huangbeiling,4.0,2024-03-17 15:51:26,2024-03-17 16:47:26
884986863,Longdong Station,Mission Hills,10.0,2023-09-09 06:44:17,2023-09-09 07:20:17
884617713,Huanggangcun,Hongling,3.0,2024-01-30 08:35:44,2024-01-30 09:33:44
886898756,Longhua,Mission Hills,4.0,2023-03-27 15:45:25,2023-03-27 16:32:25
888625704,Shabo ,Haishan,10.0,2023-01-10 16:45:14,2023-01-10 17:40:14
881084588,Yuanfen,Zhongwu South,7.0,2024-02-02 13:57:57,2024-02-02 14:27:57
886483336,Guangming,Longcheng Square,10.0,2023-03-13 11:45:14,2023-03-13 12:44:14
886885411,Dameisha,Dongjiaotou,10.0,2023-02-03 18:56:53,2023-02-03 19:20:53
881277507,Guantian,Yangmei,6.0,2023-01-05 19:36:52,2023-01-05 19:49:52
887552844,Xikeng,Daxin,8.0,2023-10-21 11:33:40,2023-10-21 12:32:40
882729394,Qinghu,Ludancun,6.0,2023-02-11 17:52:58,2023-02-11 18:41:58
889825792,Tianxin,Bao'an Passenger Transport Terminal,12.0,2023-05-29 11:32:05,2023-05-29 12:17:05
885899226,Shatoujiao,Nonglin,6.0,2024-02-09 09:49:33,2024-02-09 10:39:33
888506920,Hi-tech South,Guangming,9.0,2023-04-06 21:44:03,2023-04-06 22:43:03
884460013,Airport East,Heshuikou,6.0,2023-08-06 06:53:35,2023-08-06 07:10:35
889211121,Haiyue,Xiangmei,5.0,2024-02-04 17:37:31,2024-02-04 17:43:31
888102619,Baolongtongle Station,Grand Theater,8.0,2023-11-23 13:59:14,2023-11-23 14:07:14
887761906,Xili Lake,Gushu,5.0,2023-04-18 17:46:00,2023-04-18 18:30:00
883035614,Tongxinling,Bao'an,7.0,2023-10-31 16:30:51,2023-10-31 17:23:51
885852915,Dongjiang Column Memorial 
Hall Station,Shangwu,11.0,2023-01-29 08:52:51,2023-01-29 09:26:51
883470506,Pinghu,Zhuzilin,7.0,2023-04-16 22:43:39,2023-04-16 23:00:39
884963013,Mawan,Lianhua North,6.0,2023-12-19 06:49:03,2023-12-19 06:51:03
889466411,Hongshuwan South,Huaguoshan,4.0,2023-08-22 13:42:34,2023-08-22 14:07:34
883087288,Minzhi,Gankeng,4.0,2023-07-24 16:44:40,2023-07-24 17:16:40
882532781,Shenzhen World South,Bagualing,9.0,2024-02-07 14:55:44,2024-02-07 15:51:44
881076264,Zhongwu South,Luohu,8.0,2023-06-11 22:30:53,2023-06-11 22:34:53
885587549,Xiangmihu,Tangwei,8.0,2023-07-15 16:34:52,2023-07-15 17:20:52
885738792,Fuyong,Shenwan,7.0,2023-06-10 18:49:25,2023-06-10 19:17:25
884722902,Convention & Exhibition Center,Shutianpu,9.0,2023-10-21 18:42:15,2023-10-21 19:16:15
886815809,Xixiang,Qiaotou West,5.0,2023-05-22 21:30:36,2023-05-22 21:37:36
884694072,Xianhu Rd, Shengping Station,8.0,2023-10-06 09:59:42,2023-10-06 10:30:42
881817231,Nanyou,Mumianwan,7.0,2024-01-05 08:45:49,2024-01-05 09:17:49
888137740,Bao'an,Shenwan,5.0,2023-06-03 15:43:41,2023-06-03 16:37:41
888312966,Shawei,Fanshen,6.0,2024-02-25 09:33:09,2024-02-25 10:14:09
883723291,Huangbeiling,Huanancheng,7.0,2023-07-04 17:58:17,2023-07-04 18:55:17
885427209,Airport North,Honganwei,11.0,2023-12-02 19:46:18,2023-12-02 20:19:18
889583205,Mawan,Huangmugang,7.0,2023-05-04 07:41:51,2023-05-04 08:15:51
889679998,Tianbei,Pingluan Hill,8.0,2024-02-18 08:58:34,2024-02-18 09:17:34
889214113,Huilongpu  station
,Window of the World,9.0,2023-05-24 13:52:16,2023-05-24 14:05:16
889007410,Nanyou West,Children's Palace,5.0,2023-09-11 20:54:01,2023-09-11 21:04:01
